link_id,source_row_no,warehouse_id,customer_id,warehouse_name,customer_name,origin_lat,origin_lon,destination_lat,destination_lon
od_000071,71,wh_e15778e6d2,cu_f4286b1228,강릉RDC,윤병원부분정비,37.69426000,128.89691000,38.10324000,127.99114000
od_000072,72,wh_e15778e6d2,cu_b79de9ed19,강릉RDC,쌍용자동차서비스프라자 양양코너,37.69426000,128.89691000,38.09942000,128.62919000
od_000073,73,wh_e15778e6d2,cu_b893022784,강릉RDC,믿음카인테리어,37.69426000,128.89691000,38.07631000,128.62444000
od_000074,74,wh_e15778e6d2,cu_82c56c7313,강릉RDC,타이어프로 인제점,37.69426000,128.89691000,38.07140000,128.17572000
od_000075,75,wh_e15778e6d2,cu_e7ab8f23ad,강릉RDC,북평자동차정비공업사,37.69426000,128.89691000,37.44529000,128.65608000
od_000076,76,wh_e15778e6d2,cu_3850d11565,강릉RDC,JK스포츠먼트,37.69426000,128.89691000,37.38264000,128.66986000
od_000077,77,wh_e15778e6d2,cu_dc54d7f5a6,강릉RDC,형제카센타,37.69426000,128.89691000,37.19505000,128.86907000
od_000078,78,wh_e15778e6d2,cu_9deb9f777f,강릉RDC,정선카센타,37.69426000,128.89691000,37.37870000,128.65283000
od_000079,79,wh_e15778e6d2,cu_1de74fb5aa,강릉RDC,미래카센타,37.69426000,128.89691000,37.49493000,128.84908000
od_000080,80,wh_e15778e6d2,cu_70b980ad25,강릉RDC,청룡자동차공업사,37.69426000,128.89691000,37.49917000,128.85037000
od_000081,81,wh_e15778e6d2,cu_8d63a520b0,강릉RDC,비에프콜택시합자회사,37.69426000,128.89691000,37.24473000,128.77740000
od_000082,82,wh_e15778e6d2,cu_78fcd69858,강릉RDC,차사랑카맨샵,37.69426000,128.89691000,37.16673000,128.98663000
od_000083,83,wh_e15778e6d2,cu_aaef94f033,강릉RDC,굴렁쇠,37.69426000,128.89691000,37.17998000,128.98135000
od_000084,84,wh_e15778e6d2,cu_8fe1b67678,강릉RDC,금호대일대리점,37.69426000,128.89691000,37.15237000,128.99033000
od_000085,85,wh_e15778e6d2,cu_89a4a02e27,강릉RDC,애니카랜드 대관령점,37.69426000,128.89691000,37.63737000,128.55309000
od_000086,86,wh_e15778e6d2,cu_b6b79e23f2,강릉RDC,오토타운,37.69426000,128.89691000,37.63737000,128.55309000
od_000087,87,wh_e15778e6d2,cu_7c9e7523ca,강릉RDC,모닝카프라자,37.69426000,128.89691000,38.18946000,128.57383000
od_000088,88,wh_e15778e6d2,cu_9f0315b677,강릉RDC,강원상사,37.69426000,128.89691000,37.28452000,127.02769000
od_000089,89,wh_e15778e6d2,cu_32c85b674c,강릉RDC,베엠베 써비스,37.69426000,128.89691000,37.77429000,128.89118000
od_000090,90,wh_e15778e6d2,cu_3284dac57a,강릉RDC,삼척택시,37.69426000,128.89691000,37.45378000,129.17742000
od_000091,91,wh_e15778e6d2,cu_3e97a4f380,강릉RDC,주문진 중고타이어,37.69426000,128.89691000,37.88662000,128.81924000
od_000092,92,wh_e15778e6d2,cu_38891ed87b,강릉RDC,타이어프라자,37.69426000,128.89691000,37.76471000,128.88036000
od_000093,93,wh_4d084acb39,cu_332deee682,시흥RDC,한일자동차공업사,37.34485000,126.71229000,37.46830000,126.85067000
od_000094,94,wh_4d084acb39,cu_3cddd2c495,시흥RDC,타이어월드 광명,37.34485000,126.71229000,37.45831000,126.87214000
od_000095,95,wh_4d084acb39,cu_f2924e70dd,시흥RDC,카크리닉,37.34485000,126.71229000,37.48465000,126.86657000
od_000096,96,wh_4d084acb39,cu_863ee32a68,시흥RDC,타이어프로 비산점,37.34485000,126.71229000,37.39436000,126.93945000
od_000097,97,wh_4d084acb39,cu_b671fa7164,시흥RDC,타이어월드 사당점,37.34485000,126.71229000,37.47215000,126.98257000
od_000098,98,wh_4d084acb39,cu_61f1b5f02d,시흥RDC,남부카인테리어,37.34485000,126.71229000,37.48181000,126.91610000
od_000099,99,wh_4d084acb39,cu_911e447a4d,시흥RDC,타이어뱅크 신림점,37.34485000,126.71229000,37.48394000,126.92540000
od_000100,100,wh_4d084acb39,cu_fb4d2c06bb,시흥RDC,타이어뱅크 봉천점,37.34485000,126.71229000,37.47849000,126.96047000
od_000101,101,wh_4d084acb39,cu_77fca0bf5e,시흥RDC,타이어뱅크 봉천본동점,37.34485000,126.71229000,37.48622000,126.93447000
od_000102,102,wh_4d084acb39,cu_44577aba83,시흥RDC,제일경정비,37.34485000,126.71229000,37.48901000,126.95800000
od_000103,103,wh_4d084acb39,cu_b3e47ea6b6,시흥RDC,학동로,37.34485000,126.71229000,37.48450000,126.93420000
od_000104,104,wh_4d084acb39,cu_02b632f1f1,시흥RDC,인치업클럽,37.34485000,126.71229000,37.49833000,126.85152000
od_000105,105,wh_4d084acb39,cu_40a636c4a5,시흥RDC,한국타이어동서대리점,37.34485000,126.71229000,37.50663000,126.86074000
od_000106,106,wh_4d084acb39,cu_066e441630,시흥RDC,한국타이어영판(주),37.34485000,126.71229000,37.49511000,126.88942000
od_000107,107,wh_4d084acb39,cu_8f4b6fadba,시흥RDC,고척자동차공업사,37.34485000,126.71229000,37.50514000,126.86058000
od_000108,108,wh_4d084acb39,cu_2861232ad5,시흥RDC,그린자동차공업사,37.34485000,126.71229000,37.49706000,126.85413000
od_000109,109,wh_4d084acb39,cu_e7afe67f5a,시흥RDC,타이어클럽,37.34485000,126.71229000,37.48549000,126.83964000
od_000110,110,wh_4d084acb39,cu_433969ec52,시흥RDC,타이어뱅크 개봉점,37.34485000,126.71229000,37.49703000,126.85487000
od_000111,111,wh_4d084acb39,cu_b4409d9723,시흥RDC,애니카랜드 서울대점,37.34485000,126.71229000,37.47090000,126.93972000
od_000112,112,wh_4d084acb39,cu_9316da754f,시흥RDC,안성자동차정비공업사,37.34485000,126.71229000,37.50118000,126.85059000
od_000113,113,wh_4d084acb39,cu_46a4342c40,시흥RDC,남강자동차공업사,37.34485000,126.71229000,37.47718000,126.91042000
od_000114,114,wh_4d084acb39,cu_686f57627c,시흥RDC,대덕상사,37.34485000,126.71229000,37.47905000,126.90111000
od_000115,115,wh_4d084acb39,cu_7ad30d0273,시흥RDC,타이어뱅크 시흥대로점,37.34485000,126.71229000,37.44913000,126.90310000
od_000116,116,wh_4d084acb39,cu_45d108f040,시흥RDC,대성카정비공업사,37.34485000,126.71229000,37.47375000,126.89495000
od_000117,117,wh_4d084acb39,cu_5ba0a8cde6,시흥RDC,클린번,37.34485000,126.71229000,37.50180000,126.94916000
od_000118,118,wh_4d084acb39,cu_f3bde84dea,시흥RDC,자동차119카관리센타,37.34485000,126.71229000,37.50635000,126.92137000
od_000119,119,wh_4d084acb39,cu_b47941b6bd,시흥RDC,타이어테크,37.34485000,126.71229000,37.49904000,126.90924000
od_000120,120,wh_4d084acb39,cu_f0424157e1,시흥RDC,타이어캠프 신길점,37.34485000,126.71229000,37.50047000,126.92019000
od_000121,121,wh_4d084acb39,cu_a046a7957e,시흥RDC,부길모터스,37.34485000,126.71229000,37.49904000,126.90924000
od_000122,122,wh_4d084acb39,cu_71250650f7,시흥RDC,평화사,37.34485000,126.71229000,37.45119000,126.83409000
od_000123,123,wh_3ffb248ed9,cu_0886748f21,양지RDC,타이어월드,37.18870000,127.32620000,37.58602000,127.14802000
od_000124,124,wh_3ffb248ed9,cu_0d1d1cbf09,양지RDC,타이어뱅크 구리점(사용금지),37.18870000,127.32620000,37.60496000,127.15198000
od_000125,125,wh_3ffb248ed9,cu_58024942a8,양지RDC,타이어월드,37.18870000,127.32620000,37.63345000,127.20641000
od_000126,126,wh_3ffb248ed9,cu_462576b5aa,양지RDC,365타이어카센터,37.18870000,127.32620000,37.58596000,127.21180000
od_000127,127,wh_3ffb248ed9,cu_47f0150ae1,양지RDC,우주카센타,37.18870000,127.32620000,37.65207000,127.24270000
od_000128,128,wh_3ffb248ed9,cu_ff4c6c272b,양지RDC,한국지엠남양주서비스센터 주식회사,37.18870000,127.32620000,37.65305000,127.29561000
od_000129,129,wh_3ffb248ed9,cu_7dc4027aef,양지RDC,베스트휠타이어,37.18870000,127.32620000,37.65455000,127.29373000
od_000130,130,wh_3ffb248ed9,cu_115a6b5487,양지RDC,타이어뱅크 양평점(사용금지),37.18870000,127.32620000,37.50204000,127.47579000
od_000131,131,wh_3ffb248ed9,cu_2c801b960a,양지RDC,(주) 경동교역코리아,37.18870000,127.32620000,37.57063000,127.07065000
od_000132,132,wh_3ffb248ed9,cu_f80e3fa244,양지RDC,타이어뱅크 상일점,37.18870000,127.32620000,37.54964000,127.18258000
od_000133,133,wh_3ffb248ed9,cu_6335ffa129,양지RDC,경일카센타,37.18870000,127.32620000,37.54956000,127.12992000
od_000134,134,wh_3ffb248ed9,cu_1e2c51f2ae,양지RDC,와타이어,37.18870000,127.32620000,37.56429000,127.07680000
od_000135,135,wh_3ffb248ed9,cu_7412c35e22,양지RDC,타이어테크 광진점,37.18870000,127.32620000,37.53280000,127.08541000
od_000136,136,wh_3ffb248ed9,cu_ae197c4d94,양지RDC,동신운수(주),37.18870000,127.32620000,37.54204000,127.06512000
od_000137,137,wh_3ffb248ed9,cu_c8d9da7e44,양지RDC,(주)복흥기업,37.18870000,127.32620000,37.63200000,127.06793000
od_000138,138,wh_3ffb248ed9,cu_135a8f36b7,양지RDC,한국타이어 청량리대리점,37.18870000,127.32620000,37.57819000,127.03134000
od_000139,139,wh_3ffb248ed9,cu_ee4f604e34,양지RDC,한일타이어,37.18870000,127.32620000,37.57306000,127.02836000
od_000140,140,wh_3ffb248ed9,cu_22c984c4fb,양지RDC,대덕운수(주),37.18870000,127.32620000,37.57882000,127.07304000
od_000141,141,wh_3ffb248ed9,cu_16f610a0e1,양지RDC,(주)세흥이앤씨,37.18870000,127.32620000,37.56276000,127.05895000
od_000142,142,wh_3ffb248ed9,cu_b4360a2deb,양지RDC,타이어뱅크(장안점),37.18870000,127.32620000,37.56091000,127.06398000
od_000143,143,wh_3ffb248ed9,cu_f77ac4c581,양지RDC,강원사,37.18870000,127.32620000,37.56751000,127.04574000
od_000144,144,wh_3ffb248ed9,cu_6f1612b432,양지RDC,금호타이어 정릉대리점,37.18870000,127.32620000,37.60266000,127.01154000
od_000145,145,wh_3ffb248ed9,cu_c6e69666c5,양지RDC,타이어뱅크종암동점,37.18870000,127.32620000,37.60260000,127.03295000
od_000146,146,wh_3ffb248ed9,cu_baa129d370,양지RDC,종암타이어,37.18870000,127.32620000,37.60231000,127.03474000
od_000147,147,wh_4d084acb39,cu_f8bf0f7475,시흥RDC,(주)한진,37.34485000,126.71229000,37.56299000,126.98150000
od_000148,148,wh_3ffb248ed9,cu_f36af114a1,양지RDC,타이어테크,37.18870000,127.32620000,37.66367000,127.30171000
od_000149,149,wh_3ffb248ed9,cu_3bc680cad6,양지RDC,탑코리아,37.18870000,127.32620000,37.60865000,127.13683000
od_000150,150,wh_3ffb248ed9,cu_78fdc56543,양지RDC,현대자동차공업사,37.18870000,127.32620000,37.67243000,127.19941000
od_000151,151,wh_3ffb248ed9,cu_350810b9e1,양지RDC,타이어캠프구리점,37.18870000,127.32620000,37.61145000,127.13736000
od_000152,152,wh_3ffb248ed9,cu_8a3620ec76,양지RDC,버드나무자동차공업사,37.18870000,127.32620000,37.59199000,127.19931000
od_000153,153,wh_3ffb248ed9,cu_b3b7df52ab,양지RDC,타이어테크구리점,37.18870000,127.32620000,37.59609000,127.13073000
od_000154,154,wh_3ffb248ed9,cu_9db44e509d,양지RDC,KOSOUND,37.18870000,127.32620000,37.59291000,127.07988000
od_000155,155,wh_3ffb248ed9,cu_75497c7766,양지RDC,미래산업,37.18870000,127.32620000,37.59697000,127.08926000
od_000156,156,wh_3ffb248ed9,cu_76e7587fa7,양지RDC,타이어스토리청량리점,37.18870000,127.32620000,37.58697000,127.04320000
od_000157,157,wh_4d084acb39,cu_a92fe45d8f,시흥RDC,타이어빅마트(부천점),37.34485000,126.71229000,37.48713000,126.78944000
od_000158,158,wh_3ffb248ed9,cu_bb52332c32,양지RDC,타이어클럽,37.18870000,127.32620000,37.59337000,127.07285000
od_000159,159,wh_3ffb248ed9,cu_5cf2bb7a1f,양지RDC,금호타이어차모터스,37.18870000,127.32620000,37.54031000,127.04825000
od_000160,160,wh_3ffb248ed9,cu_214da03f77,양지RDC,타이어테크인창동점,37.18870000,127.32620000,37.61324000,127.13737000
od_000161,161,wh_3ffb248ed9,cu_e65305072a,양지RDC,동아상사,37.18870000,127.32620000,37.54452000,127.13108000
od_000162,162,wh_3ffb248ed9,cu_f6cce2f1c4,양지RDC,타이어클럽가운점,37.18870000,127.32620000,37.59552000,127.17380000
od_000163,163,wh_3ffb248ed9,cu_1fd500463a,양지RDC,윤오토모비스,37.18870000,127.32620000,37.54776000,127.17307000
od_000164,164,wh_3ffb248ed9,cu_7e51afb4e5,양지RDC,타이어클럽,37.18870000,127.32620000,37.53508000,127.14374000
od_000165,165,wh_3ffb248ed9,cu_37ae2f98d8,양지RDC,타이어뱅크 아차산,37.18870000,127.32620000,37.54959000,127.09065000
od_000166,166,wh_3ffb248ed9,cu_b5b0808664,양지RDC,타이어뱅크 금곡점,37.18870000,127.32620000,37.63349000,127.20716000
od_000167,167,wh_3ffb248ed9,cu_461dd48f31,양지RDC,경남상사,37.18870000,127.32620000,37.57569000,127.06724000
od_000168,168,wh_3ffb248ed9,cu_6400b2cf76,양지RDC,넥센타이어 동부영업소[사용불가],37.18870000,127.32620000,37.61506000,127.05880000
od_000169,169,wh_4d084acb39,cu_2f05eedf26,시흥RDC,동광자동차공업사,37.34485000,126.71229000,37.55878000,127.01178000
od_000170,170,wh_3ffb248ed9,cu_9c0e6a442a,양지RDC,에덴상사,37.18870000,127.32620000,37.61692000,127.03479000
od_000171,171,wh_3ffb248ed9,cu_a7b44f9cd5,양지RDC,타이어뱅크 길동점,37.18870000,127.32620000,37.53329000,127.13789000
od_000172,172,wh_3ffb248ed9,cu_7e868773af,양지RDC,정릉타이어,37.18870000,127.32620000,37.60237000,127.01847000
od_000173,173,wh_3ffb248ed9,cu_d7cb31370e,양지RDC,부광통상㈜,37.18870000,127.32620000,37.59828000,127.08705000
od_000174,174,wh_3ffb248ed9,cu_b01c237356,양지RDC,한양상운㈜,37.18870000,127.32620000,37.59798000,127.08704000
od_000175,175,wh_3ffb248ed9,cu_03ed8d21a3,양지RDC,대광운수주식회사,37.18870000,127.32620000,37.58396000,127.09263000
od_000176,176,wh_4d084acb39,cu_94a1d92e60,시흥RDC,타이어뱅크 역곡점,37.34485000,126.71229000,37.48147000,126.80639000
od_000177,177,wh_4d084acb39,cu_8209a06ec2,시흥RDC,타이어뱅크(주)약대점,37.34485000,126.71229000,37.51527000,126.77495000
od_000178,178,wh_4d084acb39,cu_279d1f330b,시흥RDC,정진카프라자,37.34485000,126.71229000,37.51997000,126.76740000
od_000179,179,wh_4d084acb39,cu_e8bfc38c2d,시흥RDC,오토뱅크,37.34485000,126.71229000,37.50497000,126.77605000
od_000180,180,wh_4d084acb39,cu_89342f993a,시흥RDC,행복한자동차공업사,37.34485000,126.71229000,37.49079000,126.77087000
od_000181,181,wh_4d084acb39,cu_890924e19b,시흥RDC,청원타이어(역곡),37.34485000,126.71229000,37.48887000,126.81740000
od_000182,182,wh_4d084acb39,cu_c60b24c8f1,시흥RDC,타이어플러스 상동점,37.34485000,126.71229000,37.51648000,126.76053000
od_000183,183,wh_4d084acb39,cu_6be62280fe,시흥RDC,㈜ 타이어 빅 마트 (부천점),37.34485000,126.71229000,37.48713000,126.78944000
od_000184,184,wh_4d084acb39,cu_24c6456ce6,시흥RDC,종합타이어 작전,37.34485000,126.71229000,37.53070000,126.71883000
od_000185,185,wh_4d084acb39,cu_c21ac6bae2,시흥RDC,대창자동차공업사,37.34485000,126.71229000,37.52581000,126.75354000
od_000186,186,wh_4d084acb39,cu_178fc88c4b,시흥RDC,수영공업사,37.34485000,126.71229000,37.53838000,126.73152000
od_000187,187,wh_4d084acb39,cu_ab30a77911,시흥RDC,타이어월드 송내점,37.34485000,126.71229000,37.48438000,126.74733000
od_000188,188,wh_4d084acb39,cu_d5be84f788,시흥RDC,타이어뱅크북일산점,37.34485000,126.71229000,37.69112000,126.77664000
od_000189,189,wh_4d084acb39,cu_b383c9de02,시흥RDC,타이어뱅크 간석점,37.34485000,126.71229000,37.47972000,126.71050000
od_000190,190,wh_3ffb248ed9,cu_dc526b2a5c,양지RDC,타이어월드 평내점,37.18870000,127.32620000,37.64609000,127.23813000
od_000191,191,wh_4d084acb39,cu_75eaec9b9d,시흥RDC,광명인치코리아부평점,37.34485000,126.71229000,37.51169000,126.71512000
od_000192,192,wh_4d084acb39,cu_af762bc3d7,시흥RDC,넥센판매,37.34485000,126.71229000,37.63048000,126.78788000
od_000193,193,wh_4d084acb39,cu_7fc9854f2b,시흥RDC,진선자동차공업사,37.34485000,126.71229000,37.49068000,126.71315000
od_000194,194,wh_4d084acb39,cu_648b31fe26,시흥RDC,(주)백록,37.34485000,126.71229000,37.49706000,126.72954000
od_000195,195,wh_3ffb248ed9,cu_e3f42f8eaf,양지RDC,타이어마트,37.18870000,127.32620000,38.18196000,127.32396000
od_000196,196,wh_3ffb248ed9,cu_eb61ee1b36,양지RDC,천일카프라자,37.18870000,127.32620000,38.20634000,127.22296000
od_000197,197,wh_3ffb248ed9,cu_c67fce4d27,양지RDC,골드상사,37.18870000,127.32620000,37.82677000,127.51241000
od_000198,198,wh_3ffb248ed9,cu_dddd3ce326,양지RDC,휠타이어 할인 판매점,37.18870000,127.32620000,37.81130000,127.35231000
od_000199,199,wh_3ffb248ed9,cu_a25ce3f6a2,양지RDC,용정타이어,37.18870000,127.32620000,37.66717000,127.18694000
od_000200,200,wh_3ffb248ed9,cu_a5b49bef05,양지RDC,금호타이어세종대리점,37.18870000,127.32620000,37.74745000,127.20605000
od_000201,201,wh_3ffb248ed9,cu_cc1427fe7e,양지RDC,오륜타이어,37.18870000,127.32620000,37.68575000,127.16095000
