customer_id,customer_name,customer_address,customer_original_address_sap,customer_lat,customer_lon
cu_79b250237f,(거제점)SK렌터카 물류센터,경상남도 거제시 연초면 송정5길 112-7,경상남도 거제시 연초면 경남 거제시 연초면 송정5길 112-7,34.90633510,128.68006800
cu_3c433fe636,(동울산점)SK렌터카 물류센터,울산광역시 동구 꽃바위로 197,울산광역시 동구 울산 동구 꽃바위로 197,35.47893200,129.41308500
cu_5ab919881a,(명) 고흥자동차정비공업사,전라남도 고흥군 고흥읍 남계리 644-9,전라남도 고흥군 고흥읍 남계리 644-9,34.60727000,127.28815000
cu_d29129e650,(명)신증평자동차공업사,충청북도 증평군 증평읍 초중리 8-6,충청북도 증평군 증평읍 초중리 8-6,36.78011000,127.57644000
cu_92c9a0ec53,(미사용)emart-타이어테크 신서산점,충청남도 서산시 음암면 서령로 475-62,충청남도 서산시 음암면 서령로 475-62,36.81199950,126.48741400
cu_566c1161bb,(사)경남택시운송사업조합,경상남도 창원시 의창구 209-3,경상남도 창원시 의창구 209-3,35.23967000,128.64759000
cu_b351c70846,(사용금지)로얄카프라자 경신렉카,경상북도 안동시 서부시장길 56,경상북도 안동시 서부시장길 56,36.56623000,128.71567400
cu_79e6ec1699,(사용금지)스피드메이트 풍암점,광주광역시 서구 3번길,광주광역시 서구 3번길,35.13353000,126.86463000
cu_90b9c5a4bb,(사용금지)애니카랜드 성산점,서울특별시 마포구 성산동 228-2,서울특별시 마포구 228-2,37.55993000,126.91689000
cu_ee33316340,(사용금지)주식회사 다인 리테일 대전지점,대전광역시 중구 동서대로 1289,대전광역시 중구 동서대로 1289,36.32749700,127.40248000
cu_af5fba408b,(사용금지)하남오토랜드,광주광역시 광산구 29-2,광주광역시 광산구 29-2,35.18461000,126.80946000
cu_4c38e6ef88,(사용안함)뉴타이어뱅크,전라남도 광양시 1756-12,전라남도 광양시 1756-12,34.93622000,127.70094000
cu_b6335f1a81,(사용중지)오토오아시스 서산늘푸른점,충청남도 서산시 416-6번지,충청남도 서산시 416-6번지,36.78643000,126.44787000
cu_019e2974b7,(유) 군산토탈카서비스 (539),전라북도 군산시 지곡동 545,전라북도 군산시 545,35.95835000,126.71093000
cu_96347aabe2,(유) 대원택시,전라북도 전주시 완산구 정여립로 537,전라북도 전주시 완산구 정여립로 537,35.80197710,127.07913600
cu_4508d53c8f,(유) 대일실업,인천광역시 서구 백범로 845-1 (가좌동),인천광역시 서구 백범로 845-1 (가좌동),37.48403090,126.66388400
cu_83653382f5,(유) 대한환경,전라북도 군산시 내초동 215-21,전라북도 군산시 215-21,35.94509000,126.62084000
cu_d129de44f6,(유) 동호,전라남도 여수시 좌수영로 350,전라남도 여수시 좌수영로 350,34.76143860,127.70864100
cu_4f4ed2745a,(유) 향우교통,전라남도 여수시 만성로 229,전라남도 여수시 만성로 229,34.77569000,127.71900000
cu_c9c53263b9,(유)금릉교통,경상남도 김해시 주촌면 천곡리 494-2,경상남도 김해시 주촌면 천곡리 494-2,35.24046000,128.82839000
cu_65518be25c,(유)남도상운,전라남도 목포시 1120,전라남도 목포시 1120,34.82111000,126.43035000
cu_7121e61b61,(유)대광운수사,전라북도 전주시 덕진구 팔복동 1가 102-8,전라북도 전주시 덕진구 102-8,35.85298200,127.10966800
cu_7274253721,(유)대성교통,전라북도 전주시 덕진구 팔복동 4가 167-1,전라북도 전주시 덕진구 4가 167-1,35.86705200,127.10026200
cu_7ae546a9bb,(유)대성교통,전라남도 여수시 여천동 반월길 13,전라남도 여수시 반월길 13,34.77739000,127.65906000
cu_80196e8425,(유)대익교통,전라남도 여수시 여천동 928-12,전라남도 여수시 928-12,34.77332000,127.66664000
cu_4484a5f264,(유)동성기건,부산광역시 동구 초량동 1147-14,부산광역시 동구 1147-14,35.12055000,129.04218000
cu_681e02cb60,(유)마일택시,경상남도 진주시 646-42,경상남도 진주시 646-42,35.16568000,128.04798000
cu_a1d079f665,(유)마창택시,경상남도 창원시 마산합포구 진북면 망곡리55,경상남도 창원시 마산합포구 진북면 망곡리55,35.13693000,128.48763000
cu_6f74cafd69,(유)매일교통,경상남도 창원시 마산회원구 660-118,경상남도 창원시 마산회원구 660-118,35.21324000,128.59694000
cu_21bff7e009,(유)메디컬자동차공업사,전라남도 광양시 광양읍 덕례리 1464,전라남도 광양시 광양읍 덕례리 1464,34.96498000,127.55062000
cu_42fb0e4e5a,(유)산호택시,경상남도 창원시 마산회원구 660-117,경상남도 창원시 마산회원구 660-117,35.21310000,128.59739000
cu_3e26db628c,(유)삼삼운수,인천광역시 계양구 아나지로 510,인천광역시 계양구 아나지로 510,37.52495100,126.74929200
cu_c8e8b8e5f8,(유)삼삼운수,인천광역시 계양구 서운동 135-2번지,인천광역시 계양구 135-2번지,37.52483000,126.74924000
cu_3e2112d820,(유)삼성교통,전라남도 여수시 대교로 봉산동 246-6,전라남도 여수시 대교로 봉산동 246-6,34.73450400,127.72613900
cu_90455fee02,(유)삼성교통,전라남도 여수시 봉산동 246-6,전라남도 여수시 246-6,34.73450000,127.72614000
cu_b272aec2e6,(유)삼영운수,경상남도 창원시 마산회원구 내서 중리 1121-20,경상남도 창원시 마산회원구 내서 중리 1121-20,35.22112000,128.56355000
cu_d68db74997,(유)삼우교통,경상남도 창원시 마산합포구 진북면 지산리 191,경상남도 창원시 마산합포구 진북면 지산리 191,35.11855000,128.46589000
cu_e9697ef7a8,(유)삼화택시,경상남도 창원시 마산합포구 15-8,경상남도 창원시 마산합포구 15-8,35.19844000,128.57034000
cu_c118ad103b,(유)서광교통,전라남도 여수시 돌산읍 우두리 1071-2,전라남도 여수시 돌산읍 우두리 1071-2,34.72116000,127.75260000
cu_bd4334b3fe,(유)서진,전라북도 완주군 용진면 용진읍 봉서로 155,전라북도 완주군 용진면 용진읍 봉서로 155,35.89087800,127.17315500
cu_83317656d9,(유)서해렌트카,전라북도 군산시 경장동 500-25,전라북도 군산시 500-25,35.97138000,126.73286000
cu_5de0d8a450,(유)소라택시,전라남도 여수시 소라면 덕양리 1042-52,전라남도 여수시 소라면 덕양리 1042-52,34.79243000,127.63329000
cu_33c44140ca,(유)순천오에이시스템,전라남도 순천시 매곡동 50-64,전라남도 순천시 50-64,34.96216000,127.48391000
cu_28eb98d583,(유)쉐보레나운바로서비스,전라북도 군산시 미룡동 612-5,전라북도 군산시 612-5,35.95397000,126.68196000
cu_73c93f3639,(유)신광택시,전라남도 목포시 618-5,전라남도 목포시 618-5,34.82382000,126.38261000
cu_ae08129792,(유)신성자동차공업사,전라북도 정읍시 공평동 328,전라북도 정읍시 328,35.58172000,126.83224000
cu_27e2d8192e,(유)신성자동차공업사 기아오토큐 렌탈,전라북도 정읍시 충정로 501(공평동),전라북도 정읍시 충정로 501(공평동),35.58190400,126.83276900
cu_76457620ae,(유)신안교통,전라남도 여수시 광무동 909-4,전라남도 여수시 909-4,34.75449000,127.72532000
cu_abd1b1728c,(유)신양교통,전라남도 여수시 둔덕동 417,전라남도 여수시 417,34.77524000,127.69514000
cu_fdf0aa675e,(유)신일교통,경상남도 창원시 의창구 39-11,경상남도 창원시 의창구 39-11,35.24094000,128.63404000
cu_04bdfd2755,(유)여수밤바다교통,전라남도 여수시 18 18-5,전라남도 여수시 18 18-5,34.76474000,127.68274000
cu_432ed90c3e,(유)영산교통,전라남도 여수시 돌산읍 우두리 1071-2,전라남도 여수시 돌산읍 우두리 1071-2,34.72116000,127.75260000
cu_efa56c57e1,(유)완산교통,전라북도 전주시 덕진구 819,전라북도 전주시 덕진구 819,35.85283000,127.08307000
cu_7e97288f56,(유)제일모직아울렛전주점,전라북도 전주시 완산구 771-1,전라북도 전주시 완산구 771-1,35.83336000,127.12335000
cu_16a9eca18e,(유)중앙1급자동차공업사,전라남도 보성군 보성읍 새싹길 81-43,전라남도 보성군 보성읍 새싹길 81-43,34.77653730,127.07995400
cu_7d1f7b3942,(유)중앙교통,전라남도 여수시 봉산남 5길 18,전라남도 여수시 18,34.73395000,127.72522000
cu_028f17ec27,(유)진남교통,전라남도 여수시 봉산동 259-10,전라남도 여수시 259-10,34.73346000,127.72584000
cu_c7cdc53b51,(유)진포텔레콤,전라북도 군산시 명산동 13-11,전라북도 군산시 13-11,35.98414000,126.70918000
cu_85bb5f934b,(유)타이어백화점,전라북도 전주시 덕진구 덕진동1가 1403-11,전라북도 전주시 덕진구 1403-11,35.84258000,127.12183000
cu_4405013a22,(유)타이어백화점 금암점,전라북도 전주시 덕진구 461-3,전라북도 전주시 덕진구 461-3,35.83514000,127.13480000
cu_49e9e3858b,(유)타이어백화점 금암점,전라북도 전주시 덕진구 금암동 461-3,전라북도 전주시 덕진구 461-3,35.83514000,127.13480000
cu_b4e78b7748,(유)타이어백화점 배산1호점,전라북도 익산시 모현동1가 13-23,전라북도 익산시 13-23,35.95558000,126.95201000
cu_f8511a27b9,(유)타이어백화점 배산2호점,전라북도 익산시 모현동1가 13-4,전라북도 익산시 13-4,35.95499000,126.95226000
cu_15c2c0127a,(유)타이어백화점 법원점,전라북도 전주시 덕진구 덕진동1가 1481-13,전라북도 전주시 덕진구 1481-13,35.83693000,127.12101000
cu_9231412ea8,(유)타이어백화점 법원점,전라북도 전주시 덕진구 1481-13,전라북도 전주시 덕진구 1481-13,35.83693000,127.12101000
cu_0fa59d8527,(유)타이어백화점 봉동점,전라북도 완주군 봉동읍 낙평리 984-1,전라북도 완주군 봉동읍 낙평리 984-1,35.93499000,127.15517000
cu_c8216a9854,(유)타이어백화점 서신점,전라북도 전주시 완산구 서신동 40-36,전라북도 전주시 완산구 40-36,35.82933000,127.12310000
cu_df1dcf91f8,(유)타이어백화점 서신점,전라북도 전주시 완산구 40-36,전라북도 전주시 완산구 40-36,35.82933000,127.12310000
cu_f8c301f673,(유)타이어백화점 소룡점,"전라북도 군산시 산북동 1229-6, 1229-12","전라북도 군산시 1229-6, 1229-12",35.97450000,126.67719000
cu_cd6af3cbf8,(유)타이어백화점 수송점,전라북도 군산시 월명로 125,전라북도 군산시 옥산면 125,35.97843000,126.70913000
cu_3eab7933a7,(유)타이어백화점 아중점,전라북도 전주시 덕진구 산정동 855-2,전라북도 전주시 덕진구 855-2,35.84019000,127.16816000
cu_b02606b9fc,(유)타이어백화점 아중점,전라북도 전주시 덕진구 855-2,전라북도 전주시 덕진구 855-2,35.84019000,127.16816000
cu_96c774adfd,(유)타이어백화점 익산평화점,전라북도 익산시 평화동 127-5,전라북도 익산시 127-5,35.93376000,126.94447000
cu_4f2237368a,(유)타이어백화점 전주평화점,전라북도 전주시 완산구 서서학동 418-1,전라북도 전주시 완산구 418-1,35.80029000,127.14467000
cu_1fddd3c552,(유)타이어백화점 중화산점,전라북도 전주시 완산구 중화산동2가 517-2,전라북도 전주시 완산구 517-2,35.81208000,127.12555000
cu_e3476eb0d0,(유)타이어백화점 진북점,전라북도 전주시 덕진구 진북동 1062-6,전라북도 전주시 덕진구 1062-6,35.82732000,127.13052000
cu_73a7aab375,(유)타이어백화점 호성점,전라북도 전주시 덕진구 송천동2가 54-57,전라북도 전주시 덕진구 54-57,35.86978000,127.13380000
cu_a4d34f07c4,(유)타이어백화점 호성점,전라북도 전주시 덕진구 1403-54,전라북도 전주시 덕진구 1403-54,35.87198000,127.12020000
cu_fb53578cb2,(유)통영택시,경상남도 통영시 981-1,경상남도 통영시 981-1,34.86025000,128.42972000
cu_5a7409bd66,(유)팔복자동차공업사,전라북도 전주시 덕진구 팔복동1가 134,전라북도 전주시 덕진구 134,35.85335000,127.10763000
cu_f738528852,(유)한국자동차서비스,전라남도 나주시 경현동 283-2,전라남도 나주시 283-2,35.04141000,126.70009000
cu_93695fc67d,(유)한려운수,경상남도 통영시 용남면 장평리 648-2,경상남도 통영시 용남면 장평리 648-2,34.88125000,128.46581000
cu_534f96d7b0,(유)한일교통,전라남도 여수시 봉산동 255-5,전라남도 여수시 255-5,34.73458000,127.72338000
cu_01d3159b03,(유)한일주류 판매상사,경상남도 창원시 마산합포구 해운동 69-13,경상남도 창원시 마산합포구 69-13,35.18230000,128.56418000
cu_6a2d546cf6,(유)향우교통,전라남도 여수시 만성로 229(만흥동),전라남도 여수시 229(만흥동),34.77350000,127.74070000
cu_0e68c5e49b,(유)혁성자동차공업사,전라북도 전주시 덕진구 여의동 556-3,전라북도 전주시 덕진구 556-3,35.86358000,127.08049000
cu_c68b4bbf46,(유)형제택시사,전라북도 정읍시 태인면 태인로 23,전라북도 정읍시 태인면 태인로 23,35.65212410,126.94131200
cu_aa59c03187,(유)홈데코건축자재백화점,전라북도 군산시 미장동 62-24,전라북도 군산시 62-24,35.95916000,126.73028000
cu_d901df4bae,(유)화성교통,경상남도 진주시 330-63,경상남도 진주시 330-63,35.18501000,128.11797000
cu_db48bb7fd2,(유)화양택시,전라남도 여수시 화양면 나진리 614-5,전라남도 여수시 화양면 나진리 614-5,34.70813000,127.61081000
cu_77169dc98c,(유한)흥명택시,강원도 춘천시 동면 공단로70번길 30,강원도 춘천시 동면 공단로70번길 30,37.89382360,127.75120000
cu_852125b6b6,(자) 대일실업,경기도 성남시 중원구 343-9,경기도 성남시 중원구 343-9,37.42704000,127.14576000
cu_6d04905b0d,(자) 대한택시,대전광역시 동구 82-2,대전광역시 동구 82-2,36.28617000,127.46096000
cu_15a4f2a373,(자) 보성택시,강원도 정선군 사북읍 소금강로 3456,서울특별시 강북구 소금강로 3456,37.23116460,128.84494400
cu_81cd76d281,(자) 세기자동차,인천광역시 남구 학익동 587-71,인천광역시 남구 587-71,37.44117000,126.63571000
cu_9481056ef6,(자)경원통상,대전광역시 동구 낭월동 650,대전광역시 동구 650,36.27766000,127.46971000
cu_812dd3754e,(자)공신운수,강원도 홍천군 홍천읍 송학강변로 23,강원도 홍천군 홍천읍 송학강변로 23,37.68680970,127.87625400
cu_a3e191dc80,(자)광덕운수,대전광역시 중구 계백로1618번길 25,대전광역시 중구 계백로1618번길 25,36.31779840,127.40030800
cu_f47d2f6c7a,(자)극동운수,강원도 강릉시 포남동 1005-124,강원도 강릉시 1005-124,37.76044000,128.90710000
cu_802a8ab8ef,(자)금성운수,경기도 남양주시 금곡동 406-13,경기도 남양주시 금곡동 406-13,37.63421000,127.20860000
cu_fd7dc4bd61,(자)기전중기,부산광역시 사하구 하단동 870-269,부산광역시 사하구 870-269,35.10025000,128.96109000
cu_142e227a64,(자)단양택시,충청북도 단양군 대강면 상진리 211-5,충청북도 단양군 대강면 상진리 211-5,36.97730000,128.34410000
cu_f7745ff6b2,(자)대광상운,대전광역시 중구 4-1,대전광역시 중구 4-1,36.30318000,127.45129000
cu_5ff7e4de1f,(자)대명운수,강원도 속초시 노학동 1265-83,강원도 속초시 노학동 1265-83,38.18629000,128.55310000
cu_fc0572904c,(자)대명운수,강원도 속초시 노학동 1265-83,강원도 속초시 1265-83,38.18629000,128.55310000
cu_15f51b2caa,(자)대우교통,광주광역시 남구 304-6,광주광역시 남구 304-6,35.11449000,126.87542000
cu_4e3d3f3579,(자)대창기업,강원도 원주시 525-1,강원도 원주시 525-1,37.38093000,127.93750000
cu_ff7113e1ff,(자)대창기업,강원도 원주시 우산공단길 156,강원도 원주시 525-1,37.38105680,127.93749800
cu_7b661cceac,(자)대한상운,충청북도 제천시 490-2,충청북도 제천시 490-2,37.11811000,128.24385000
cu_543b5605e5,(자)대한택시,대전광역시 동구 산서로1604번길 30,대전광역시 동구 산서로1604번길 30,36.28596230,127.45829310
cu_e6406eaa6d,(자)대한택시,대전광역시 동구 대별동 82-2,대전광역시 동구 82-2,36.28617000,127.46096000
cu_f80b3c60eb,(자)동부택시,충청북도 제천시 533-8,충청북도 제천시 533-8,37.13242000,128.25559000
cu_5efe918626,(자)동양택시,대전광역시 중구 문화로46번길 23,대전광역시 중구 문화로46번길 23,36.30940100,127.39162200
cu_8284a789f9,(자)라원교통,경기도 의왕시 오전동 190-7,경기도 의왕시 오전동 190-7,37.35643770,126.96639200
cu_2b511630ad,(자)모범택시,강원도 원주시 강변로 613,강원도 원주시 강변로 613,37.35805320,127.95010200
cu_93c1ae04fc,(자)밀성택시,경상남도 밀양시 597-2,경상남도 밀양시 597-2,35.51121000,128.75955000
cu_a4193827e3,(자)보성택시,대전광역시 동구 227-20,대전광역시 동구 227-20,36.31895000,127.46591000
cu_b8b7777f8d,(자)봉호택시,강원도 춘천시 소양로 201,강원도 춘천시 소양로 201,37.89117390,127.72544700
cu_12d86d0707,(자)사천택시,경상남도 사천시 사천읍 선인리 116-3,경상남도 사천시 사천읍 선인리 116-3,35.08603000,128.10006000
cu_35294f604a,(자)삼일택시,강원도 평창군 봉평면 기풍로 118,강원도 평창군 봉평면 기풍로 118,37.61301300,128.37849800
cu_49cba46462,(자)성모운수,대전광역시 대덕구 오정동 341-3,대전광역시 대덕구 341-3,36.35008000,127.41075000
cu_426dd1c041,(자)성진기업,인천광역시 남동구 간석동 894-2번지,인천광역시 남동구 894-2번지,37.46642000,126.69257000
cu_6db6197021,(자)세원운수,대전광역시 동구 197-12,대전광역시 동구 197-12,36.29020000,127.46196000
cu_acd8c65297,(자)세원운수,대전광역시 동구 산서로1659번길 9,대전광역시 동구 산서로1659번길 9,36.29020100,127.46195800
cu_c1357e08a3,(자)세원운수,대전광역시 동구 대별동 197-12,대전광역시 동구 197-12,36.29020000,127.46196000
cu_cf566507e2,(자)세종운수,대전광역시 대덕구 226-11,대전광역시 대덕구 226-11,36.35790000,126.93092000
cu_99f64c1bc4,(자)시민택시,강원도 동해시 862-1,강원도 동해시 862-1,37.50226000,129.12740000
cu_8082107dc4,(자)신진운수,경기도 의정부시 가능동 688-4,경기도 의정부시 688-4,37.74701000,127.03009000
cu_555e0b67b8,(자)신흥공업사,강원도 원주시 강변로 577,강원도 원주시 강변로 577,37.35475940,127.95187800
cu_22ea1552b1,(자)신흥택시,경상남도 진주시 475-33,경상남도 진주시 475-33,35.19466000,128.07142000
cu_08f7886215,(자)오성운수,경기도 이천시 장호원읍 장여로 81,경기도 이천시 장호원읍 장여로 81,37.12475270,127.62944400
cu_69b5d3ca7b,(자)우신기업,강원도 강릉시 1278-170,강원도 강릉시 1278-170,37.76854000,128.91814000
cu_7c516e66aa,(자)원일운수,대전광역시 대덕구 오정동 299-7,대전광역시 대덕구 299-7,36.35410000,127.40807000
cu_b525d398bf,(자)원일운수,대전광역시 대덕구 오정로 95,대전광역시 대덕구 오정로 95,36.35410330,127.40587110
cu_c994cd991e,(자)원일운수,대전광역시 대덕구 오정로 95,대전광역시 대덕구 오정로 95,36.35409900,127.40806500
cu_e39b589060,(자)유승기업,대전광역시 서구 탄방동 518-2,대전광역시 서구 518-2,36.34380000,127.37993000
cu_4e219f1d2b,(자)유일택시,강원도 속초시 교동 733-6,강원도 속초시 733-6,38.19647000,128.57837000
cu_7a19fca22c,(자)진부택시,강원도 평창군 대화면 대화리 1001,강원도 평창군 대화면 대화리 1001,37.49996000,128.45358000
cu_519d263d0e,(자)충청택시,충청북도 제천시 330-2,충청북도 제천시 330-2,37.13801000,128.24297000
cu_2c801b960a,(주) 경동교역코리아,서울특별시 동대문구 천호대로87길 14,서울특별시 동대문구 14,37.57063000,127.07065000
